fuel_type,accidents,luxury_brand,engine_size,automatic_transmission,car_age,mileage_status,external_color,internal_color,metallic_color,price
Gasoline,No,No,2.5,No,14,verylow,Gray,Black,No,39900
Electric,No,No,,Yes,6,avg,Red,Gray,No,17500
Gasoline,No,No,3.8,Yes,20,avg,Red,Black,No,6500
Other,No,No,6.2,Yes,12,high,Black,Black,No,12900
Gasoline,No,No,3.5,Yes,20,verylow,Gray,Gray,No,6000
Diesel,No,No,6.6,Yes,18,avg,White,Gray,No,19500
Gasoline,No,Yes,4,Yes,7,low,Gray,Black,No,56000
Gasoline,No,Yes,3.9,Yes,5,verylow,Red,Black,No,315000
Gasoline,No,Yes,3.5,Yes,9,low,White,Black,No,21900
Gasoline,No,No,7,No,18,verylow,Other,Black,No,42000
Hybrid,No,Yes,2.5,Yes,0,above_expected,Black,Black,No,50999
Gasoline,No,Yes,3.5,Yes,16,avg,Red,Beige,No,13900
Gasoline,No,No,2,Yes,4,above_expected,Other,Black,No,35234
Other,Yes,No,5.3,Yes,12,avg,Blue,Gray,No,16500
Gasoline,Yes,Yes,4.6,Yes,14,avg,Red,Beige,No,22000
Gasoline,No,No,3.8,Yes,16,avg,Other,Gray,No,15900
Gasoline,Yes,No,5.7,Yes,7,low,Blue,Gray,No,24000
Gasoline,No,No,3,Yes,3,high,Black,Other_Colored,No,44605
Gasoline,Yes,Yes,4,Yes,7,verylow,White,Black,No,215000
Gasoline,Yes,Yes,3,Yes,3,low,Gray,Other_Colored,No,90000
Gasoline,No,No,3.6,Yes,5,avg,White,Black,No,34700
Gasoline,Yes,No,3.5,Yes,8,high,Black,Black,No,25221
Gasoline,No,Yes,3.5,Yes,8,avg,White,Beige,No,24999
Gasoline,No,No,5.4,No,17,verylow,Red,Black,No,40999
Gasoline,Yes,No,6.1,Yes,16,low,Blue,Black,No,15500
Gasoline,No,Yes,4.2,Yes,17,verylow,White,Beige,No,18000
Gasoline,No,No,1.5,Yes,4,low,Gray,Black,No,26000
Gasoline,Yes,No,2,Yes,5,low,Gray,Black,No,21250
Gasoline,No,No,2.8,Yes,15,avg,Red,Black,No,12950
Gasoline,No,Yes,4.4,Yes,10,avg,Black,Other_Colored,No,18700
Gasoline,No,No,3.6,Yes,6,avg,Black,Black,No,35000
Diesel,No,No,6.7,Yes,9,high,White,Beige,No,51900
Gasoline,No,No,2.5,Yes,4,verylow,White,Black,Yes,27518
Gasoline,No,No,4,No,24,low,Other,Beige,No,13900
Gasoline,No,Yes,3.3,Yes,18,low,White,Beige,No,11000
Gasoline,No,Yes,5.6,Yes,13,avg,Black,Beige,No,13500
Gasoline,No,No,1.6,Yes,7,avg,Silver,Black,No,15599
Gasoline,Yes,No,5.3,Yes,22,low,Silver,Black,No,5900
Electric,No,No,,Yes,2,low,Other,Black,No,92500
Hybrid,No,Yes,3,Yes,4,high,Gray,Gray,No,68000
Gasoline,No,Yes,3,Yes,4,avg,White,Other_Colored,No,59900
Gasoline,No,Yes,3.5,Yes,10,low,Black,Beige,No,24500
Hybrid,No,No,2,Yes,3,high,Silver,Gray,Yes,28748
Hybrid,Yes,No,1.8,Yes,8,high,Gray,Black,No,18000
Gasoline,Yes,No,2.4,Yes,2,low,Other,Black,No,33000
Gasoline,No,Yes,6,Yes,4,low,Black,Other_Colored,No,173995
Gasoline,No,No,3,Yes,2,avg,Black,Black,No,51500
Other,Yes,No,5.3,Yes,8,high,Gray,Gray,No,30000
Gasoline,No,No,2.7,Yes,2,above_expected,White,Black,No,37698
Gasoline,Yes,No,3,Yes,4,above_expected,Silver,Black,Yes,36750
Gasoline,Yes,Yes,3.5,Yes,7,above_expected,Other,Beige,No,24700
Gasoline,Yes,Yes,3,Yes,5,avg,Black,Black,No,57999
Gasoline,No,No,3,Yes,3,above_expected,Black,Other_Colored,No,39979
Other,No,No,,No,12,verylow,Black,Black,No,33500
Gasoline,Yes,No,3,Yes,12,avg,Black,Beige,No,7500
Gasoline,No,No,3.6,Yes,2,above_expected,Gray,Black,No,31000
Gasoline,No,Yes,3,Yes,3,verylow,Red,Black,No,116999
Gasoline,Yes,Yes,3,Yes,12,low,Silver,Black,No,15900
Gasoline,Yes,Yes,4.7,Yes,19,high,Gray,Gray,No,15500
Gasoline,No,Yes,3.8,No,9,verylow,Red,Black,No,132900
Gasoline,No,Yes,3.2,Yes,16,high,White,Beige,No,7000
Gasoline,Yes,No,3.5,No,16,low,Silver,Other_Colored,No,28000
Gasoline,No,Yes,3.6,Yes,17,low,Black,Black,No,75499
Hybrid,No,Yes,3,Yes,4,avg,Black,Black,No,70000
Hybrid,Yes,Yes,3,Yes,7,avg,Black,Beige,No,29500
Gasoline,Yes,Yes,3.5,Yes,17,low,Red,Beige,No,12900
Gasoline,Yes,Yes,3,Yes,9,avg,Silver,Black,No,26500
Gasoline,No,Yes,5,Yes,8,avg,White,Other_Colored,No,36995
Other,No,No,6,Yes,6,high,White,Beige,No,33000
Gasoline,No,No,4,Yes,6,low,Silver,Black,No,35500
Gasoline,No,No,3.8,Yes,4,above_expected,White,Black,No,32000
Diesel,No,No,6.6,Yes,9,avg,Gray,Beige,No,49000
Gasoline,No,No,3.5,Yes,2,low,White,Other_Colored,No,48219
Gasoline,Yes,No,3.9,Yes,22,verylow,Red,Beige,No,8000
Gasoline,Yes,No,3.6,Yes,7,avg,White,Gray,No,17900
Other,Yes,Yes,2,Yes,9,avg,Red,Gray,No,16000
Gasoline,Yes,No,2.5,Yes,21,avg,Silver,Beige,No,2899
Gasoline,No,Yes,3,Yes,7,low,Blue,Other_Colored,No,97555
Gasoline,No,Yes,2,Yes,9,avg,Gray,Black,No,13000
Gasoline,No,No,6.2,Yes,6,above_expected,White,Black,No,34000
Hybrid,No,Yes,3,Yes,3,low,Gray,Black,No,75500
Gasoline,No,Yes,3.8,Yes,1,verylow,Other,Black,No,274900
Gasoline,No,No,4.7,Yes,24,high,Black,Beige,No,15500
Gasoline,No,No,2.4,Yes,13,avg,Other,Gray,No,8000
Gasoline,Yes,No,2,No,23,low,Black,Other_Colored,No,18000
Gasoline,No,No,2.5,Yes,4,low,Red,Black,Yes,25495
Gasoline,No,Yes,3,Yes,1,low,White,Other_Colored,No,83500
Gasoline,No,Yes,3.8,No,18,low,Black,Beige,No,43000
Other,Yes,No,6.2,Yes,9,high,White,Black,No,32500
Gasoline,Yes,No,6,Yes,17,low,Silver,Beige,No,33885
Gasoline,Yes,Yes,4.6,Yes,16,low,Black,Black,No,11500
Hybrid,No,No,2.5,Yes,1,verylow,White,Black,No,59500
Gasoline,No,Yes,4,Yes,3,verylow,Blue,Black,No,425000
Gasoline,No,Yes,2,Yes,13,above_expected,White,Black,No,5500
Gasoline,No,Yes,2,Yes,6,avg,Blue,Beige,No,27900
Gasoline,No,Yes,3.6,No,15,verylow,Gray,Black,No,130000
Gasoline,No,No,2,Yes,7,high,Silver,Black,No,20000
Gasoline,No,Yes,4,Yes,24,verylow,Silver,Beige,No,12500
Gasoline,No,No,5.7,Yes,28,verylow,Silver,Black,No,14500
Electric,No,Yes,,Yes,6,low,White,Black,No,28895
Gasoline,No,No,2.5,Yes,2,avg,Gray,Black,No,27999
Gasoline,No,Yes,3.8,No,17,verylow,Silver,Black,No,56000
Gasoline,No,No,2,Yes,3,low,Black,Black,No,44340
Gasoline,No,No,5,No,12,verylow,Silver,Black,No,49990
Gasoline,Yes,No,6.2,Yes,7,avg,White,Beige,No,49900
Gasoline,No,No,1.6,No,14,low,Other,Black,No,9650
Gasoline,No,No,5.7,Yes,2,avg,White,Black,No,49999
Gasoline,Yes,Yes,3,Yes,6,low,Blue,Black,Yes,33889
Gasoline,No,No,6.2,No,14,verylow,White,Black,No,35000
Diesel,No,Yes,2,Yes,6,low,Blue,Beige,No,29998
Gasoline,Yes,No,5.7,Yes,3,high,White,Gray,No,28500
Gasoline,Yes,Yes,4.4,Yes,8,avg,Black,Black,No,31300
Gasoline,No,No,2.3,Yes,2,avg,White,Black,No,38978
Gasoline,No,No,6.2,Yes,1,avg,Gray,Black,No,92888
Gasoline,Yes,Yes,5.6,Yes,2,high,Blue,Beige,No,64000
Other,No,Yes,3,Yes,10,low,Red,Black,No,33800
Gasoline,No,No,3.5,Yes,4,high,White,Black,No,34999
Gasoline,No,No,3.8,Yes,23,low,White,Gray,No,11000
Gasoline,No,No,4,Yes,8,high,Blue,Black,Yes,31906
Gasoline,Yes,Yes,3.6,Yes,18,verylow,Gray,Black,No,37500
Hybrid,Yes,Yes,1.5,Yes,5,low,Gray,Beige,No,79950
Gasoline,Yes,No,3,Yes,24,avg,Blue,Beige,No,2300
Gasoline,No,No,5.7,Yes,23,low,Other,Black,No,12850
Gasoline,No,No,5.3,Yes,6,above_expected,Other,Black,Yes,43775
Gasoline,Yes,Yes,2,Yes,6,high,Gray,Black,No,24900
Gasoline,Yes,Yes,3,Yes,6,avg,White,Beige,No,39848
Gasoline,Yes,Yes,4.4,Yes,10,avg,Black,Beige,No,24900
Gasoline,Yes,Yes,2.5,Yes,9,low,Silver,Gray,No,17900
Electric,No,Yes,,Yes,2,high,Gray,Black,No,46500
Diesel,No,No,6.7,Yes,5,above_expected,Black,Black,No,61995
Electric,No,No,,Yes,1,verylow,Gray,Gray,No,39998
Gasoline,Yes,Yes,2,Yes,8,high,Black,Black,No,15499
Gasoline,No,No,2.3,Yes,4,above_expected,Gray,Black,No,30825
Gasoline,Yes,No,5,Yes,4,low,Blue,Black,No,41000
Gasoline,No,No,2,No,21,low,Silver,Black,No,28000
Gasoline,No,Yes,3,No,9,avg,Red,Black,No,25999
Gasoline,No,Yes,6.5,Yes,6,verylow,White,Gray,No,491836
Gasoline,No,No,5.7,Yes,20,avg,Other,Beige,No,3200
Gasoline,Yes,No,5.6,Yes,19,avg,Other,Beige,No,6900
Gasoline,No,No,2.5,Yes,3,low,White,Black,Yes,33591
Gasoline,No,No,5.3,Yes,4,low,Gray,Black,No,69999
Gasoline,No,No,3.4,Yes,20,verylow,Other,Beige,No,5900
Gasoline,No,No,4,Yes,13,high,Black,Beige,No,18995
Gasoline,No,Yes,3.8,Yes,6,verylow,Other,Black,No,179900
Gasoline,Yes,No,5.7,Yes,27,low,Red,Beige,No,7200
Gasoline,No,No,3.3,Yes,5,avg,White,Black,Yes,34998
Gasoline,No,No,1.5,Yes,7,high,Other,Beige,No,13700
Gasoline,No,Yes,5.2,Yes,3,verylow,Other,Other_Colored,No,279991
Gasoline,Yes,No,3.6,Yes,10,high,Other,Black,No,21500
Hybrid,No,Yes,3,Yes,4,avg,Silver,Black,No,54500
Gasoline,No,No,4.8,Yes,25,low,White,Gray,No,6800
Gasoline,No,No,4.4,Yes,16,low,Black,Black,No,24700
Hybrid,No,No,2,Yes,10,high,White,Black,No,12599
Diesel,Yes,No,6.7,Yes,9,above_expected,White,Black,No,35000
Electric,No,Yes,,Yes,4,above_expected,Gray,Other_Colored,No,35500
Gasoline,No,No,3.5,Yes,6,high,White,Black,No,27950
Gasoline,No,No,2.7,Yes,5,avg,Red,Gray,No,34500
Gasoline,No,No,3.6,Yes,9,high,Blue,Beige,No,17000
Gasoline,No,Yes,2.7,No,19,low,Silver,Black,No,17500
Gasoline,No,No,5.7,Yes,10,avg,Black,Black,No,17900
Gasoline,No,Yes,3,Yes,8,low,Other,Beige,No,37500
Gasoline,No,No,4.6,No,18,verylow,Silver,Other_Colored,No,21750
Gasoline,No,Yes,2,Yes,4,low,Other,Black,No,34645
Electric,No,Yes,,Yes,8,avg,Black,Black,No,35900
Gasoline,No,Yes,4,Yes,27,verylow,White,Beige,No,6000
Gasoline,No,Yes,2,Yes,3,low,Gray,Other_Colored,No,38998
Gasoline,No,No,6.2,Yes,3,verylow,Blue,Other_Colored,No,85950
Gasoline,Yes,No,2,Yes,12,above_expected,Other,Beige,No,6000
Other,No,Yes,2,Yes,10,avg,Gray,Black,No,9999
Gasoline,No,No,3.6,Yes,4,verylow,Silver,Black,No,50000
Hybrid,No,Yes,3,Yes,2,verylow,Blue,Other_Colored,No,115999
Gasoline,Yes,No,6.2,Yes,7,above_expected,Gray,Beige,No,32000
Gasoline,No,No,2.3,Yes,5,avg,Red,Other_Colored,No,35690
Gasoline,No,No,2,Yes,4,high,Black,Beige,No,20900
Gasoline,No,Yes,3,Yes,4,verylow,Red,Black,No,124900
Gasoline,No,No,6.2,Yes,3,low,White,Other_Colored,No,75000
Gasoline,No,Yes,3.2,Yes,13,high,Black,Black,No,9500
Hybrid,No,Yes,3.5,Yes,2,verylow,White,Black,No,59000
Gasoline,No,Yes,4,Yes,5,verylow,Other,Black,No,229900
Gasoline,No,No,3.5,Yes,4,above_expected,Red,Black,No,48149
Gasoline,Yes,No,4,Yes,16,avg,White,Other_Colored,No,17000
Other,No,No,,Yes,8,low,Silver,Black,No,9500
Gasoline,Yes,No,4.6,Yes,17,high,Red,Beige,No,3850
Other,Yes,No,,Yes,16,high,Red,Gray,No,6100
Gasoline,No,Yes,2,Yes,9,high,Black,Black,No,17000
Gasoline,Yes,No,3.6,Yes,8,low,White,Black,No,24995
Other,No,No,3.6,Yes,12,above_expected,Gray,Beige,No,5949
Gasoline,No,Yes,3,Yes,1,verylow,Silver,Black,No,149000
Gasoline,No,Yes,4,No,3,verylow,Other,Black,No,136900
Diesel,No,No,6.7,Yes,6,high,Gray,Black,No,63500
Electric,No,No,,Yes,3,low,Blue,Black,No,39499
Gasoline,No,No,3.5,Yes,10,verylow,Gray,Gray,No,21500
Gasoline,Yes,No,2.5,Yes,4,low,White,Black,Yes,24899
Gasoline,Yes,Yes,5.5,Yes,8,low,White,Beige,No,90000
Gasoline,No,Yes,3,Yes,7,low,White,Black,No,52999
Gasoline,No,No,3.6,Yes,7,low,Red,Other_Colored,No,29500
Gasoline,No,No,2,Yes,4,low,Black,Black,No,31871
Gasoline,No,No,4.8,Yes,21,low,Other,Beige,No,8900
Gasoline,No,No,2,Yes,10,verylow,Silver,Black,No,13500
Gasoline,Yes,No,2.4,Yes,16,high,Black,Gray,No,11000
Gasoline,No,Yes,3,Yes,7,low,Gray,Other_Colored,No,116911
Gasoline,No,No,2.5,Yes,16,low,Silver,Gray,No,7495
Gasoline,No,No,3.6,Yes,3,above_expected,Silver,Black,No,28500
Gasoline,No,No,1.6,Yes,2,avg,Black,Black,No,18999
Gasoline,No,No,2,Yes,3,low,Blue,Black,No,25500
Gasoline,Yes,No,5.3,Yes,8,high,Blue,Gray,No,27633
Gasoline,No,Yes,2,Yes,4,low,Black,Black,No,56000
Gasoline,Yes,No,2.3,Yes,4,high,Other,Black,Yes,32107
Gasoline,Yes,No,2,Yes,7,above_expected,White,Beige,No,7750
Gasoline,Yes,Yes,5.6,Yes,7,above_expected,Black,Black,No,28500
Gasoline,No,No,3.8,Yes,1,low,Gray,Black,No,42500
Gasoline,No,No,2.4,Yes,17,low,Gray,Black,No,12900
Gasoline,No,No,2.5,Yes,3,avg,Gray,Other_Colored,Yes,29995
Gasoline,Yes,No,3.5,Yes,9,high,White,Gray,No,29500
Gasoline,No,No,3.8,Yes,11,low,White,Other_Colored,No,16500
Gasoline,No,No,1.4,Yes,11,above_expected,Silver,Black,No,4399
Gasoline,No,No,3.6,Yes,5,high,Gray,Black,No,39900
Other,Yes,No,5.3,Yes,13,high,Red,Beige,No,16000
Gasoline,No,No,3.5,Yes,1,low,Gray,Black,No,70000
Gasoline,No,No,6.2,Yes,2,verylow,Gray,Beige,No,89000
Electric,No,Yes,,Yes,6,low,Black,Other_Colored,No,31500
Gasoline,Yes,Yes,2,Yes,11,avg,Gray,Black,No,11000
Gasoline,No,No,3.6,Yes,10,low,Red,Black,No,21500
Gasoline,Yes,No,4,Yes,12,low,Black,Gray,No,15995
Gasoline,No,No,6.2,Yes,5,high,Red,Black,No,43860
Gasoline,No,No,3.7,Yes,8,above_expected,Black,Black,No,10500
Gasoline,Yes,No,1.4,Yes,8,above_expected,Blue,Black,No,12999
Gasoline,No,No,4,Yes,16,above_expected,Gray,Gray,No,3850
Gasoline,Yes,No,5.4,Yes,20,above_expected,Red,Beige,No,9500
Gasoline,No,Yes,3.8,Yes,2,avg,Gray,Other_Colored,No,234000
Diesel,No,No,5.9,Yes,23,avg,Silver,Gray,No,27500
Gasoline,No,No,3.6,Yes,3,avg,Other,Black,Yes,44791
Gasoline,No,No,1.6,Yes,2,avg,Blue,Black,Yes,19599
Gasoline,No,Yes,3,Yes,10,high,Gray,Black,No,21373
Gasoline,No,Yes,5.2,Yes,13,verylow,Other,Black,No,229000
Gasoline,No,Yes,1.8,Yes,12,high,White,Other_Colored,No,15000
Gasoline,No,No,2.4,Yes,8,low,Other,Beige,No,15999
Gasoline,Yes,No,2.7,Yes,6,avg,Other,Beige,No,31500
Diesel,No,No,6,Yes,20,above_expected,White,Gray,No,9200
Gasoline,Yes,No,6.8,Yes,18,avg,White,Gray,No,8500
Gasoline,Yes,No,3.3,Yes,5,avg,Black,Black,No,30000
Gasoline,No,Yes,2,Yes,9,avg,White,Black,No,19000
Gasoline,Yes,No,2.5,Yes,10,above_expected,Black,Black,No,9000
Gasoline,No,No,2,Yes,5,above_expected,White,Other_Colored,No,25500
Gasoline,No,Yes,2,Yes,11,low,White,Beige,No,17500
Electric,No,Yes,,Yes,2,verylow,Gray,Black,No,52000
Gasoline,Yes,No,3.5,Yes,7,above_expected,Silver,Gray,No,8500
Gasoline,No,No,2.4,Yes,4,high,Blue,Beige,No,32500
Other,Yes,No,5.4,Yes,14,above_expected,Silver,Beige,No,14000
Electric,No,No,,Yes,1,verylow,White,Black,No,146000
Gasoline,No,Yes,3,Yes,6,low,White,Black,No,60500
Gasoline,No,Yes,3.5,Yes,8,above_expected,Gray,Black,No,19500
Gasoline,No,No,6.2,Yes,2,low,Blue,Black,Yes,68990
Gasoline,No,No,2.5,No,25,low,Red,Other_Colored,No,12000
Gasoline,No,No,2.7,Yes,8,high,White,Black,No,19995
Gasoline,No,Yes,3.4,No,23,verylow,Black,Black,No,36000
Gasoline,Yes,No,3.5,Yes,3,above_expected,Black,Black,No,29725
Gasoline,No,No,6,Yes,15,low,Black,Black,No,17500
Gasoline,No,Yes,2,Yes,3,above_expected,White,Beige,No,41000
Gasoline,No,Yes,4,Yes,4,verylow,Black,Other_Colored,No,279950
Other,Yes,No,4.7,Yes,17,avg,Blue,Gray,No,4800
Hybrid,No,Yes,2,Yes,2,high,White,Black,No,47000
Gasoline,No,Yes,4.4,Yes,6,verylow,Gray,Black,No,44900
Gasoline,Yes,No,1.4,Yes,5,above_expected,Other,Other_Colored,No,14980
Electric,No,Yes,,Yes,2,low,Red,Other_Colored,No,108000
Gasoline,Yes,No,2,Yes,5,avg,White,Beige,No,26000
Gasoline,Yes,Yes,5,Yes,16,avg,Black,Black,No,34000
Gasoline,No,No,2.3,Yes,2,high,Red,Black,No,46000
Gasoline,No,Yes,3.6,No,16,verylow,Black,Black,No,129000
Hybrid,No,No,2.4,Yes,12,verylow,Other,Beige,No,15995
Gasoline,Yes,No,1.3,Yes,16,avg,Blue,Black,No,6800
Gasoline,No,No,5,Yes,5,avg,White,Black,No,32300
Gasoline,Yes,No,2.5,Yes,3,above_expected,White,Black,Yes,25215
Gasoline,Yes,No,3,Yes,20,low,White,Gray,No,8500
Gasoline,No,No,2,Yes,8,avg,Gray,Black,No,18999
Gasoline,No,No,3.9,Yes,20,verylow,Black,Beige,No,22000
Gasoline,Yes,No,6.2,Yes,16,avg,Other,Black,No,37000
Gasoline,No,Yes,3,Yes,7,low,Black,Beige,No,28900
Gasoline,No,Yes,2,Yes,4,low,Black,Beige,Yes,37998
Gasoline,No,No,1.6,Yes,10,high,Silver,Gray,No,7500
Gasoline,No,No,5.7,Yes,10,high,Black,Black,No,24850
Gasoline,No,No,2.3,No,1,verylow,Red,Other_Colored,No,60000
Gasoline,No,No,1.6,Yes,10,avg,White,Black,No,15750
Other,Yes,No,6.2,Yes,11,high,Other,Beige,No,18800
Gasoline,No,Yes,2,Yes,2,avg,Black,Black,No,61998
Gasoline,No,No,4,Yes,10,low,Gray,Other_Colored,No,27999
Hybrid,No,Yes,3,Yes,5,low,Black,Beige,No,48000
Gasoline,Yes,Yes,3.5,Yes,5,avg,Black,Other_Colored,No,34000
Gasoline,Yes,No,4,Yes,5,avg,White,Other_Colored,No,39857
Gasoline,Yes,No,1.4,Yes,9,low,Black,Black,No,11500
Hybrid,No,No,2.5,Yes,2,above_expected,Blue,Gray,No,28000
Gasoline,No,No,4.6,Yes,18,verylow,Silver,Black,No,22000
Gasoline,No,No,2,Yes,1,avg,White,Black,No,40995
Other,No,No,3.6,Yes,9,above_expected,White,Black,No,17000
Electric,No,No,,Yes,1,avg,Other,Gray,No,59000
Gasoline,Yes,No,2.4,Yes,14,high,Black,Gray,No,4500
Gasoline,No,Yes,4.3,Yes,18,avg,Silver,Gray,No,7500
Gasoline,No,Yes,6.7,Yes,2,verylow,Red,Black,No,399950
Diesel,No,No,6.7,Yes,3,above_expected,Red,Beige,No,69995
Gasoline,Yes,Yes,4.4,Yes,13,avg,White,Other_Colored,No,12000
Gasoline,No,Yes,3.4,Yes,8,verylow,Gray,Beige,No,78000
Gasoline,No,No,2,No,11,verylow,Other,Gray,No,19795
Hybrid,Yes,Yes,2.5,Yes,6,above_expected,White,Beige,No,23400
Gasoline,Yes,No,2,No,12,high,White,Black,No,9000
Gasoline,No,No,1.8,No,8,above_expected,White,Beige,No,13800
Gasoline,No,Yes,3.8,Yes,11,low,Blue,Gray,No,65900
Hybrid,Yes,No,1.8,Yes,10,high,Other,Beige,No,11800
Diesel,Yes,No,6.7,Yes,5,above_expected,Black,Black,No,50000
Gasoline,No,Yes,4,Yes,5,avg,Black,Beige,No,55900
Gasoline,No,Yes,3,Yes,4,low,Other,Black,No,112500
Gasoline,No,No,5,No,13,high,Black,Black,No,23500
Gasoline,No,No,2,Yes,5,low,Red,Other_Colored,No,30599
Gasoline,No,No,1.4,Yes,5,high,Gray,Black,Yes,19290
Gasoline,No,No,4,No,19,avg,Other,Gray,No,11000
Gasoline,Yes,No,3.9,Yes,22,verylow,Silver,Black,No,11000
Electric,No,No,,Yes,2,verylow,White,Gray,No,71900
Gasoline,Yes,Yes,5.4,Yes,18,low,Black,Black,No,15900
Gasoline,No,Yes,4,Yes,11,low,Black,Black,No,27450
Gasoline,No,Yes,3,Yes,11,avg,Red,Black,No,19999
Gasoline,No,Yes,3.8,No,15,verylow,Black,Black,No,79995
Gasoline,Yes,No,2,Yes,4,high,Silver,Black,No,16995
Gasoline,No,No,5.7,Yes,20,verylow,Red,Black,No,23500
Gasoline,Yes,No,2,Yes,6,avg,Silver,Black,No,20900
Gasoline,No,No,5.7,Yes,2,avg,Red,Black,No,45999
Gasoline,No,No,2.5,Yes,1,high,White,Black,No,40200
Other,No,No,6.2,Yes,4,avg,White,Gray,No,44000
Gasoline,Yes,Yes,3,Yes,11,low,White,Beige,No,15999
Gasoline,No,Yes,2,Yes,3,low,Black,Black,No,38500
Hybrid,No,Yes,2,Yes,1,low,Gray,Black,No,51598
Gasoline,Yes,No,2.3,Yes,4,low,Blue,Black,No,21000
Hybrid,No,Yes,3,Yes,5,verylow,Black,Black,No,42500
Gasoline,Yes,No,1.8,Yes,20,avg,Silver,Black,No,4000
Gasoline,Yes,No,2,Yes,7,above_expected,Red,Black,Yes,17238
Gasoline,No,No,3.5,Yes,2,above_expected,Black,Black,No,53500
Hybrid,No,Yes,3,Yes,5,high,White,Other_Colored,No,44870
Gasoline,Yes,No,6.2,Yes,4,verylow,Other,Black,No,79900
Gasoline,No,No,2.5,No,10,avg,White,Black,No,10998
Gasoline,Yes,Yes,2,Yes,7,avg,Black,Black,No,21000
Gasoline,No,No,3.5,Yes,4,high,Silver,Black,Yes,23625
Gasoline,Yes,No,5,No,6,avg,Black,Black,No,29950
Gasoline,No,No,3.5,Yes,13,high,Black,Black,No,4700
Gasoline,Yes,No,5.3,Yes,9,verylow,White,Black,No,37000
Gasoline,No,No,1.5,Yes,4,high,White,Beige,No,19000
Other,No,No,3.6,Yes,6,high,White,Gray,No,35000
Hybrid,No,No,1.6,Yes,3,avg,Gray,Black,No,23999
Gasoline,Yes,No,3.6,Yes,5,low,Red,Black,No,36750
Gasoline,No,Yes,2.9,Yes,6,low,Black,Black,No,41500
Gasoline,Yes,No,2.5,No,16,avg,Black,Black,No,14500
Diesel,Yes,No,6.6,Yes,3,low,Black,Black,No,73000
Gasoline,Yes,No,4.8,Yes,19,avg,Silver,Gray,No,9000
Gasoline,Yes,Yes,4.6,Yes,11,high,Gray,Beige,No,26900
Hybrid,No,No,2.5,Yes,2,verylow,White,Gray,No,32850
Gasoline,No,No,3.6,Yes,6,high,White,Black,No,26691
Other,Yes,No,5,Yes,8,avg,Black,Other_Colored,No,24350
Gasoline,Yes,Yes,2,Yes,8,high,Blue,Beige,No,22495
Gasoline,No,No,3.6,Yes,5,above_expected,Black,Beige,No,26000
Gasoline,No,No,5.4,No,14,verylow,Black,Black,No,38000
Diesel,No,No,6.7,Yes,9,avg,Gray,Black,No,45000
Gasoline,No,Yes,2.5,Yes,19,avg,Black,Beige,No,5000
Gasoline,No,Yes,5.2,Yes,9,low,Blue,Other_Colored,No,185500
Gasoline,Yes,No,2.4,Yes,17,low,White,Gray,No,7450
Gasoline,Yes,Yes,3,Yes,13,avg,Blue,Beige,No,13599
Gasoline,No,No,6.2,No,7,avg,Blue,Black,No,37000
Gasoline,Yes,No,1.8,Yes,25,low,Other,Beige,No,9000
Gasoline,Yes,No,4.7,Yes,19,high,Gray,Gray,No,8500
Gasoline,Yes,No,5.7,Yes,11,avg,White,Gray,No,26500
Gasoline,No,Yes,4.7,Yes,8,avg,White,Black,No,41999
Gasoline,No,No,2,Yes,3,low,Silver,Black,No,25998
Gasoline,No,No,5.7,Yes,6,high,Gray,Black,No,51000
Gasoline,No,No,6.2,Yes,6,avg,White,Beige,No,49999
Gasoline,No,No,1.8,Yes,6,high,White,Black,No,20900
Gasoline,No,No,2.5,Yes,4,avg,Silver,Gray,No,21000
Gasoline,No,Yes,2,Yes,5,high,White,Black,No,25498
Gasoline,No,No,3.5,Yes,9,avg,White,Black,No,31000
Gasoline,No,No,2.5,Yes,8,above_expected,Gray,Other_Colored,No,18500
Gasoline,No,No,4,Yes,1,high,Other,Black,No,46000
Gasoline,No,Yes,4.6,Yes,11,low,Black,Black,No,22800
Electric,No,Yes,,Yes,4,avg,Gray,Other_Colored,No,44000
Gasoline,Yes,Yes,3,Yes,12,high,Black,Black,No,12900
Gasoline,Yes,No,3.5,Yes,18,avg,Blue,Gray,No,4500
Gasoline,No,No,3.5,Yes,8,avg,White,Gray,No,27000
Gasoline,No,Yes,2,Yes,7,high,Blue,Black,No,20000
Gasoline,No,No,2.5,Yes,3,avg,Gray,Black,Yes,28991
Gasoline,Yes,Yes,4.4,Yes,11,low,Silver,Black,No,24500
Gasoline,No,Yes,2,Yes,5,low,Black,Other_Colored,No,31000
Gasoline,No,Yes,3,Yes,11,low,Black,Black,No,26000
Gasoline,No,No,3.8,Yes,11,avg,White,Black,No,59000
Electric,No,Yes,,Yes,4,low,Blue,Black,No,49995
Gasoline,Yes,No,3,Yes,24,high,Black,Beige,No,2500
Electric,No,Yes,,Yes,3,above_expected,Blue,Black,Yes,37999
Gasoline,Yes,No,1.6,Yes,8,high,White,Black,No,14995
Gasoline,No,No,4,Yes,3,avg,White,Black,No,48500
Gasoline,No,Yes,2,Yes,3,above_expected,Silver,Black,Yes,32085
Gasoline,Yes,Yes,3,Yes,13,avg,Gray,Black,No,12000
Electric,No,Yes,,Yes,6,high,Blue,Black,No,41000
Gasoline,Yes,Yes,4.6,Yes,12,above_expected,Black,Beige,No,19470
Gasoline,Yes,No,6,Yes,16,avg,Red,Black,No,17000
